xaxis,yaxis,filename,cluster,flog
-7.02,31.51,22297.00,3.00,24.20
-16.15,21.46,22377.00,3.00,16.80
2.28,25.49,14816.00,3.00,10.70
-15.20,29.63,22483.00,3.00,16.20
-15.90,31.90,14779.00,3.00,16.70
1.21,22.46,19560.00,3.00,15.30
0.12,22.63,14771.00,3.00,16.00
-12.78,-9.44,22103.00,3.00,26.00
-15.95,19.30,19426.00,3.00,19.00
1.66,22.66,22728.00,3.00,16.80
-14.35,31.04,18078.00,3.00,15.70
-16.27,30.66,22812.00,3.00,15.80
2.15,21.56,23165.00,3.00,23.80
-13.09,27.37,14652.00,3.00,15.30
-12.78,15.46,23343.00,3.00,19.20
-3.62,20.57,23350.00,3.00,20.80
-6.06,17.10,14597.00,3.00,36.00
-2.40,21.33,14596.00,3.00,24.50
-0.45,22.63,19330.00,3.00,17.20
-16.56,31.42,19785.00,3.00,14.20
-13.98,29.67,21935.00,3.00,18.70
-0.31,18.21,19797.00,3.00,34.90
-16.14,31.43,15154.00,3.00,15.30
1.37,25.51,15187.00,3.00,18.80
1.66,22.66,20635.00,3.00,18.10
-16.99,25.96,20648.00,3.00,23.70
-17.45,26.33,15223.00,3.00,15.00
-2.08,21.54,20750.00,3.00,23.70
-0.23,21.75,21017.00,3.00,32.00
1.36,-1.59,15255.00,3.00,13.60
-35.19,-6.63,14991.00,3.00,16.20
-17.68,25.98,20051.00,3.00,20.80
-11.51,26.55,20036.00,3.00,25.60
-0.81,23.15,19934.00,3.00,19.40
-12.92,28.31,19923.00,3.00,32.50
-5.58,33.29,21421.00,3.00,18.50
-8.05,34.61,19894.00,3.00,9.60
-5.93,34.09,21601.00,3.00,20.50
-16.99,30.55,14953.00,3.00,26.00
1.45,21.47,16426.00,3.00,12.90
-14.26,16.40,14952.00,3.00,18.00
2.45,24.55,21870.00,3.00,18.50
-16.38,32.02,21886.00,3.00,14.20
-15.54,31.99,19124.00,3.00,16.50
-13.75,23.80,18924.00,3.00,25.20
-0.23,21.75,15786.00,3.00,32.00
-17.34,20.93,15620.00,3.00,12.70
-16.34,28.15,23952.00,3.00,16.20
-11.68,13.20,14413.00,3.00,20.30
-15.92,29.12,23953.00,3.00,14.40
1.38,21.91,15703.00,3.00,13.10
-3.11,21.98,18360.00,3.00,21.00
-14.32,16.85,18268.00,3.00,21.70
-7.68,34.30,24050.00,3.00,11.90
-13.51,28.80,18727.00,3.00,20.50
-15.80,21.93,18203.00,3.00,23.90
-15.15,30.96,23889.00,3.00,14.80
-17.19,26.46,18752.00,3.00,21.10
-0.24,22.68,14297.00,3.00,18.70
-15.31,24.67,23841.00,3.00,19.10
-14.62,-7.24,18833.00,3.00,10.20
-13.64,24.64,18285.00,3.00,27.20
-0.87,22.08,14473.00,3.00,18.30
-16.83,30.63,18125.00,3.00,12.60
-1.09,18.15,15725.00,3.00,65.70
-2.98,22.76,18140.00,3.00,23.20
-6.72,30.19,24153.00,3.00,24.30
-7.77,33.77,24155.00,3.00,15.40
-11.51,26.55,15575.00,3.00,25.60
-11.73,12.23,24611.00,3.00,29.60
-8.52,-22.79,15308.00,4.00,21.30
-12.51,-26.36,25227.00,4.00,8.70
-11.07,-26.18,25236.00,4.00,5.20
-9.87,-32.94,30765.00,4.00,9.30
-13.84,-33.26,14941.00,4.00,8.70
-14.26,-29.03,24333.00,4.00,8.60
-11.51,-32.80,22247.00,4.00,6.80
-7.04,-25.82,16854.00,4.00,6.80
-15.48,-31.66,19779.00,4.00,20.70
-12.38,-34.25,18426.00,4.00,8.70
-8.34,-28.59,16851.00,4.00,5.10
-7.04,-25.82,30259.00,4.00,6.80
-8.49,-30.02,24321.00,4.00,6.80
-9.98,-31.95,15871.00,4.00,8.70
-13.48,-33.86,17945.00,4.00,8.70
-13.55,-30.34,19908.00,4.00,19.80
-11.32,-31.85,15148.00,4.00,9.30
-8.04,-30.64,16488.00,4.00,6.80
-10.25,-33.14,13623.00,4.00,8.70
-8.75,-22.58,14242.00,4.00,40.00
-14.04,-33.65,16530.00,4.00,8.70
-7.56,-29.14,14282.00,4.00,7.30
-12.96,-29.90,20690.00,4.00,6.50
-10.49,-31.49,16354.00,4.00,8.70
-10.81,-31.30,20753.00,4.00,9.30
-7.04,-22.21,20862.00,4.00,11.40
-13.07,-33.22,15056.00,4.00,8.70
-6.06,-17.62,15027.00,4.00,19.60
-12.86,-34.97,25050.00,4.00,8.70
-8.70,-30.74,25053.00,4.00,6.80
-11.21,-32.23,14134.00,4.00,8.70
-15.54,-30.96,21291.00,4.00,13.30
-15.04,-29.79,19944.00,4.00,9.70
-5.47,-15.78,25087.00,4.00,24.50
-12.44,-34.69,19758.00,4.00,8.70
-14.13,-34.52,25148.00,4.00,8.70
-11.07,-26.18,31177.00,4.00,5.70
-16.01,-31.73,17886.00,4.00,17.10
-13.02,-34.31,15345.00,4.00,8.70
-6.15,-23.95,28127.00,4.00,28.70
-6.35,-15.20,16117.00,4.00,15.30
-5.51,-16.63,26855.00,4.00,21.90
-10.39,-32.42,26779.00,4.00,8.70
-6.12,-18.08,22852.00,4.00,14.80
-4.53,-12.79,22932.00,4.00,8.90
-14.18,-34.08,22972.00,4.00,8.70
-8.15,-30.23,25880.00,4.00,6.80
-12.95,-33.64,23237.00,4.00,8.70
-15.87,-29.03,14634.00,4.00,16.10
-10.62,-33.04,14614.00,4.00,8.70
-11.44,-25.04,26406.00,4.00,17.20
-11.85,-25.99,19160.00,4.00,6.90
-13.33,-35.01,17386.00,4.00,8.70
18.47,-3.32,17388.00,4.00,9.30
-13.94,-10.47,26254.00,4.00,6.30
-10.24,-31.73,26236.00,4.00,8.70
-10.79,-32.67,23598.00,4.00,9.30
-8.34,-28.59,23633.00,4.00,5.60
-11.85,-25.99,26162.00,4.00,6.90
-8.33,-30.96,18959.00,4.00,6.80
-9.64,-32.58,17441.00,4.00,8.70
-8.82,-22.92,15883.00,4.00,10.30
-6.20,-24.49,18936.00,4.00,29.40
-12.51,-26.37,14513.00,4.00,9.40
-8.91,-30.49,25879.00,4.00,6.80
-15.14,-9.87,16150.00,4.00,6.90
-9.21,-29.83,22784.00,4.00,6.80
-13.44,-33.02,22765.00,4.00,8.70
-5.46,-14.23,28199.00,4.00,17.50
-14.25,-9.80,25520.00,4.00,6.70
-13.46,-34.31,15860.00,4.00,8.70
-11.69,-26.61,24117.00,4.00,6.90
-7.04,-25.82,15353.00,4.00,7.30
-6.86,-21.31,22468.00,4.00,16.30
-11.74,-26.31,18538.00,4.00,6.90
-11.20,-31.51,14799.00,4.00,9.30
-11.69,-26.61,25602.00,4.00,7.40
-6.24,-18.48,27660.00,4.00,8.20
-7.79,-23.92,15836.00,4.00,26.10
-13.80,-28.03,17094.00,4.00,7.70
-9.73,-32.22,19487.00,4.00,9.30
-10.73,-32.15,27457.00,4.00,8.70
-6.76,-20.11,27440.00,4.00,32.60
-6.74,-20.41,19460.00,4.00,46.60
-6.77,-25.27,15417.00,4.00,12.80
-12.59,-33.78,18580.00,4.00,8.70
-15.40,-33.36,19326.00,4.00,17.10
-15.73,-31.67,27043.00,4.00,13.00
-7.04,-25.82,19321.00,4.00,6.80
-11.31,-23.62,27014.00,4.00,9.50
-9.48,-30.27,19296.00,4.00,5.10
-8.90,-29.89,22768.00,4.00,6.80
-13.79,-34.87,17236.00,4.00,9.30
